scene_id,qx,qy,qz,qw,x,y,z,width,label
e4b588fc1c7840ad9623f97984f67560,0.0861199714641649,-0.8956870323898583,-0.2533374558581597,0.3551735125019539,0.163373103536157,0.1778723720350476,0.1351343308141221,0.08,0
e4b588fc1c7840ad9623f97984f67560,-0.0272291614931366,-0.9719936588203484,0.1686687773786708,0.161362150193276,0.1572150990954101,0.1971746503228685,0.1420923012489975,0.08,0
e4b588fc1c7840ad9623f97984f67560,0.4685944930067927,0.4889991150369571,0.7044775970972275,0.2121565030935797,0.0503278324889462,0.0717259674260006,0.0708811606328925,0.08,0
e4b588fc1c7840ad9623f97984f67560,-0.0173098796581639,-0.9801510451471712,-0.1040790176493088,-0.1678447343477984,0.0785114475259717,0.10431717618635,0.1143690938011441,0.08,0
e4b588fc1c7840ad9623f97984f67560,-0.0490412538269685,-0.9386326583946478,0.1718827739041251,0.2949915253919996,0.1212922176646105,0.1002990253839587,0.0980261906590544,0.08,0
e4b588fc1c7840ad9623f97984f67560,-0.0965199106679498,-0.8866189550413569,-0.2845546139590285,-0.3515955162977079,0.0633525202670165,0.1191895452641048,0.0890375518968072,0.08,0
e4b588fc1c7840ad9623f97984f67560,0.9636898647956952,-0.0349918604468689,-0.1872359964486039,0.1871365699867873,0.1503835976031854,0.2070626003844641,0.1648298334465798,0.0253691101486925,1
e4b588fc1c7840ad9623f97984f67560,-9.369745838986456e-07,-0.999998766412984,0.0014268728139686,0.0006566624740324,0.1663012288754202,0.1138613158010009,0.1797594119153392,0.08,0
e4b588fc1c7840ad9623f97984f67560,0.9510212460941416,-0.3089510399404824,-0.0098196349690646,-0.0033792256975369,0.2014330938548461,0.0761120946070579,0.1518420153869064,0.0525304870244201,1
e4b588fc1c7840ad9623f97984f67560,0.2012170353743514,-0.6800740613029238,-0.6568152930711558,0.2561340403108418,0.1345448245931649,0.0744325442187276,0.0637821469842706,0.08,0
e4b588fc1c7840ad9623f97984f67560,0.2145620073823045,-0.6860093007381991,-0.6245353766671246,0.3054667700094658,0.1896142728909665,0.1387062139017123,0.122857419696531,0.08,0
e4b588fc1c7840ad9623f97984f67560,-0.0383460157892756,-0.959557733379579,0.2161141308488664,0.1762759820054125,0.1648769815838292,0.1971976072401652,0.121660155232076,0.08,0
e4b588fc1c7840ad9623f97984f67560,-0.1187985818620193,-0.8016955094701571,-0.263568354743053,-0.5231662540923281,0.1314047561162813,0.1282897028262114,0.1618535781105425,0.08,0
e4b588fc1c7840ad9623f97984f67560,0.9311395971171506,-0.0637001024138803,-0.2264614315643892,0.278633392914021,0.1412327125028425,0.2082943189273624,0.1431322670626497,0.029367094917802,1
e4b588fc1c7840ad9623f97984f67560,0.3090069420800772,-0.9510513556842308,-0.0020114914543702,-0.0034615747335302,0.1610321201709104,0.0885066563756843,0.1815593791228046,0.0341605602906025,1
e4b588fc1c7840ad9623f97984f67560,-0.3658861403319095,0.592177079399001,0.6810365740960941,-0.2272505746768155,0.1917222531239965,0.1395717186201602,0.0951922026446576,0.08,0
e4b588fc1c7840ad9623f97984f67560,0.2031939831072477,-0.7313355032174975,0.4989437331203141,-0.4182292889583251,0.1541730514078506,0.1084592244679526,0.1138663326577123,0.08,0
e4b588fc1c7840ad9623f97984f67560,-0.1187985818620193,-0.8016955094701571,-0.263568354743053,-0.5231662540923281,0.1573053668819161,0.1368603917110566,0.1528416480106581,0.08,0
e4b588fc1c7840ad9623f97984f67560,0.6331834359505769,-0.6031740180238454,0.0159465063315272,-0.484773709430091,0.1116977886412833,0.1739883168815686,0.1441195472134845,0.0451581867973794,1
e4b588fc1c7840ad9623f97984f67560,-0.0974791011252897,-0.713634167233143,-0.6856222890875041,-0.1055754559908467,0.183378228663857,0.0675084303602329,0.1062990964479924,0.08,0
e4b588fc1c7840ad9623f97984f67560,0.1656266327923168,-0.7117368437942219,-0.6507694535423945,0.2061494652718068,0.2208705094407621,0.1020103876998776,0.1385672849683289,0.08,0
e4b588fc1c7840ad9623f97984f67560,-0.1116150102515692,-0.8673109488734227,-0.4071948024815409,-0.2636402857737113,0.1220188057977004,0.1387017920597393,0.1471483766427289,0.08,0
e4b588fc1c7840ad9623f97984f67560,-0.1284851318749715,-0.8222391551955496,-0.3064168453706329,-0.4620855542250697,0.0226905494283917,0.0963293931848586,0.101171522564485,0.08,0
e4b588fc1c7840ad9623f97984f67560,-0.1404584152771676,-0.7900399639872648,-0.3161659680515389,-0.5061100369750251,0.1722735524439275,0.1552369809000355,0.1350526378683474,0.08,0
